id,vehicle_id,license_plate,vin,make,model,year,color,engine_number,vehicle_type,registration_date,inspection_expiry_date,created_at,updated_at
2439922de43d11ef9aeaad30f1df9c0c,24802243e43d11ef9369ad30f1df9c0c,津Z-12349,9M7HEED40U1WEDC6L,现代,胜达,2013,深青绿色,X89S6J4VA1,轿车,2019-12-27,2026-07-26,2025-02-06 11:47:53,
24bd3906e43d11efa2c0ad30f1df9c0c,24bd3907e43d11efa347ad30f1df9c0c,青D-38910,KEL8G4VKD4LHG5B0J,丰田,卡罗拉,2004,藏青色,8578UN1K46,轿车,2025-10-27,2026-08-04,2025-02-06 11:47:53,
24bd3908e43d11efaed0ad30f1df9c0c,24bd3909e43d11ef83faad30f1df9c0c,冀K-70285,DE1BV8UZAXXWNN0BA,标致,3008,2003,浅墨绿色,G48ARDJHYM,轿车,2008-01-17,2026-06-14,2025-02-06 11:47:53,
24bd6006e43d11efb11cad30f1df9c0c,24bd6007e43d11ef8780ad30f1df9c0c,甘Z-25086,WRFSPVTLM5JVA2MBK,起亚,KX5,2011,深米色,ZW76EL25CW,轿车,2022-06-06,2026-06-17,2025-02-06 11:47:53,
24bd6008e43d11eface5ad30f1df9c0c,24bd6009e43d11efb059ad30f1df9c0c,鲁C-36822,ABL5B50PV905EA9PA,奥迪,A3,2016,青色,GXGKZGS8XA,轿车,2023-02-28,2026-08-18,2025-02-06 11:47:53,
24bd600ae43d11efab95ad30f1df9c0c,24bd600be43d11efb62aad30f1df9c0c,川T-06667,21Y17YNUGWAEM41MX,奔驰,E级,2005,藏青色,0KPVKSHBFU,轿车,2007-05-13,2026-10-28,2025-02-06 11:47:53,
24bd600ce43d11ef9b4cad30f1df9c0c,24bd600de43d11ef8aa8ad30f1df9c0c,贵P-50750,XN0YCC2CANURTWZPN,日产,楼兰,2005,浅香槟色,GD56AU2GTJ,轿车,2025-01-26,2026-11-05,2025-02-06 11:47:53,
24bd8711e43d11efab83ad30f1df9c0c,24bd8712e43d11ef9fe6ad30f1df9c0c,豫H-61738,0X6U8A12LLU6WFNK1,北汽,绅宝,2002,石榴红,6BHBA5LFEY,轿车,2013-09-13,2026-11-11,2025-02-06 11:47:53,
24bd8713e43d11efb4d8ad30f1df9c0c,24bd8714e43d11efb758ad30f1df9c0c,黑A-53423,4YAGTJC69KP4CYEK5,大众,高尔夫,2015,浅金色,E7WC14MBSS,轿车,2016-08-25,2026-10-08,2025-02-06 11:47:53,
24bd8715e43d11efacdaad30f1df9c0c,24bd8716e43d11ef92f7ad30f1df9c0c,桂A-90195,4E8486Z4U3G3R2S4C,奔驰,C级,2015,深青色,79YVHD5731,轿车,2021-09-10,2026-11-23,2025-02-06 11:47:53,
24bd8717e43d11ef81f7ad30f1df9c0c,24bd8718e43d11efbad5ad30f1df9c0c,晋V-34021,6LJMEZMF5HNWEAY27,奥迪,Q3,2011,灰色,8HERS1JAGM,轿车,2015-05-18,2026-07-01,2025-02-06 11:47:53,
24bd8719e43d11ef8bc5ad30f1df9c0c,24bd871ae43d11efa67aad30f1df9c0c,吉O-40296,ACCPV2EPYCRN9BPP2,吉利,星越,2006,浅绿色,KS94KVZ4RP,轿车,2019-07-06,2026-01-28,2025-02-06 11:47:53,
24bd871be43d11efacbcad30f1df9c0c,24bd871ce43d11efa6fcad30f1df9c0c,湘W-73894,F1SZ3H3K0D7BJUWPD,日产,逍客,2009,深红色,WB4LMUJ8FP,轿车,2018-05-17,2026-11-10,2025-02-06 11:47:53,
24bdae1ae43d11ef8a0dad30f1df9c0c,24bdae1be43d11ef88eead30f1df9c0c,桂L-21403,VKX2HTTT9RET7HMN0,丰田,普拉多,2002,浅粉色,ABX0611H2K,轿车,2005-07-15,2026-07-19,2025-02-06 11:47:53,
24bdae1ce43d11ef9c6cad30f1df9c0c,24bdae1de43d11ef8e17ad30f1df9c0c,鄂G-34887,4RG17BX6M2ZHKC623,江淮,瑞虎,2014,黄色,XU9988WT1H,轿车,2018-01-02,2026-08-13,2025-02-06 11:47:53,
24bdae1ee43d11ef8c57ad30f1df9c0c,24bdae1fe43d11ef94aaad30f1df9c0c,琼Z-64403,U7JUGC6M5J2KUNS6H,比亚迪,宋,2002,黑色,S1B40SDCD3,轿车,2015-04-15,2026-02-26,2025-02-06 11:47:53,
24bdae20e43d11efb993ad30f1df9c0c,24bdae21e43d11efb1c1ad30f1df9c0c,甘X-81788,RWUJHD3D2JK2Y2U6E,长安,奔奔,2018,浅红色,H1VK27CLLN,轿车,2025-05-19,2026-04-23,2025-02-06 11:47:53,
24bdae22e43d11ef88adad30f1df9c0c,24bdae23e43d11efbe09ad30f1df9c0c,皖L-33564,H243MWX7D5UMSAHYY,一汽,奔腾T90,2017,深青绿色,1CEPGLK9GL,轿车,2020-06-28,2026-10-25,2025-02-06 11:47:53,
24dcd2e5e43d11ef8192ad30f1df9c0c,24dcd2e6e43d11ef83fead30f1df9c0c,川M-73107,MYE8RELY23PA7U401,奔驰,C级,2013,浅紫色,FTXY51CH5F,轿车,2013-03-24,2026-06-03,2025-02-06 11:47:53,
24dcd2e7e43d11ef8253ad30f1df9c0c,24dcd2e8e43d11ef96c5ad30f1df9c0c,琼N-49476,F2M49AUKSBUV8BPDM,大众,高尔夫,2008,红色,JZ18033UN5,轿车,2016-04-04,2026-08-08,2025-02-06 11:47:53,
24dd0373e43d11efb628ad30f1df9c0c,24dd0374e43d11efbcf2ad30f1df9c0c,甘D-83087,MKKTPRF4VRMA18YYJ,雪铁龙,C4L,2017,浅古铜色,K5UCYW9XUN,轿车,2023-05-10,2026-01-19,2025-02-06 11:47:53,
24dd0375e43d11ef9ba0ad30f1df9c0c,24dd0376e43d11efaa4fad30f1df9c0c,云U-10986,13NSB8Y437M0FGM1A,起亚,智跑,2008,浅黄色,98CR2RT419,轿车,2013-08-03,2026-09-05,2025-02-06 11:47:53,
24dd2ae7e43d11ef9009ad30f1df9c0c,24dd2ae8e43d11efa80aad30f1df9c0c,晋C-32977,Z15WMVVK5P8EC6MC1,北汽,绅宝,2010,灰色,L703KZWPLB,轿车,2014-03-16,2026-07-25,2025-02-06 11:47:53,
24dd2ae9e43d11ef8ce7ad30f1df9c0c,24dd2aeae43d11ef9097ad30f1df9c0c,赣O-11382,US82RFXFT7L9G4X4U,五菱,五菱之光,2004,浅青绿色,3BCUA3DXVM,面包车,2016-09-12,2026-12-09,2025-02-06 11:47:53,
24dd2aebe43d11ef93ebad30f1df9c0c,24dd51ede43d11efbac7ad30f1df9c0c,津P-22199,5CBM72ZV4PB4GNMEM,标致,508,2019,黑色,L42ZS6UP38,轿车,2019-11-17,2026-12-06,2025-02-06 11:47:53,
24dd51eee43d11efa317ad30f1df9c0c,24dd51efe43d11ef8f86ad30f1df9c0c,粤L-92763,98LA9XPHXL9MFPMVN,奥迪,A6,2018,白色,Z1FEALAB8V,轿车,2020-03-22,2026-03-21,2025-02-06 11:47:53,
24dd51f0e43d11ef884ead30f1df9c0c,24dd51f1e43d11ef9be8ad30f1df9c0c,琼P-42058,JN8HS8CJKUUW36KX6,奇瑞,瑞虎,2017,黄色,EN320RDSSF,轿车,2024-07-06,2026-02-14,2025-02-06 11:47:53,
24dd7912e43d11ef8b52ad30f1df9c0c,24dd7913e43d11ef823bad30f1df9c0c,赣I-62129,ZJ2MEXFRPC1Z3UVFG,沃尔沃,S90,2016,咖啡色,5M721MD96P,轿车,2020-03-11,2026-05-18,2025-02-06 11:47:53,
24dd7914e43d11ef98faad30f1df9c0c,24dd7915e43d11efabbdad30f1df9c0c,藏U-49334,0EWX07D31WWTJ2FCB,福特,福克斯,2015,深青绿色,DRWJT38V5C,轿车,2023-03-01,2026-07-27,2025-02-06 11:47:53,
24dda01ae43d11ef8af7ad30f1df9c0c,24dda01be43d11ef99eead30f1df9c0c,沪Y-96668,MTSSD5TYSFUF65ECC,奇瑞,瑞虎3,2017,橙色,JHDE4E65EV,轿车,2017-01-28,2026-02-21,2025-02-06 11:47:53,
24dda01ce43d11efabe3ad30f1df9c0c,24dda01de43d11ef8092ad30f1df9c0c,川C-72765,T9TMCVHNN3H82S7MN,雪佛兰,科鲁兹,2012,浅红色,TSYN8RMP30,轿车,2025-02-16,2026-05-09,2025-02-06 11:47:53,
24dda01ee43d11ef9dbfad30f1df9c0c,24dda01fe43d11efa024ad30f1df9c0c,皖A-78014,LHUASP95RB3PJ1FF1,宝马,5系,2001,黑色,NADW8G2GA7,轿车,2014-02-18,2026-10-08,2025-02-06 11:47:53,
24dda020e43d11efbd17ad30f1df9c0c,24dda021e43d11efa902ad30f1df9c0c,青I-58663,EUJDDAE3EG0LPTVZS,金杯,智尚,2005,浅橙黄色,VEJCT56RM3,轿车,2018-01-15,2026-06-22,2025-02-06 11:47:53,
24dda022e43d11efa9cfad30f1df9c0c,24ddc722e43d11ef8c01ad30f1df9c0c,京H-08779,KUZ9FB643SZPGN349,雪铁龙,C3-XR,2010,浅黄色,UU6WFZTY8W,轿车,2011-04-16,2026-09-22,2025-02-06 11:47:53,
24ddc723e43d11efaa4bad30f1df9c0c,24ddc724e43d11efbf41ad30f1df9c0c,吉D-31308,KZTGN51N0L0CHDF89,斯柯达,速派,2001,银色,PCPV4UX9ZU,轿车,2016-05-13,2026-07-21,2025-02-06 11:47:53,
24ddc725e43d11ef8f4dad30f1df9c0c,24ddc726e43d11ef9dcead30f1df9c0c,青F-28276,JWK5HNTM5JCFXVC0S,吉利,星越,2000,古铜色,RY937DRBJN,轿车,2011-05-12,2026-09-12,2025-02-06 11:47:53,
24ddc727e43d11ef865bad30f1df9c0c,24ddc728e43d11ef86abad30f1df9c0c,京E-65518,U6WTU3MV10Z9PX2MJ,江淮,瑞风,2006,浅藏青色,50KY3C5L19,轿车,2007-02-20,2026-02-09,2025-02-06 11:47:53,
24ddc729e43d11ef9a2fad30f1df9c0c,24ddc72ae43d11ef8f6dad30f1df9c0c,苏J-54519,XZKAA5C0L0YK3J7UJ,大众,帕萨特,2013,深香槟色,WJL4TRENUH,轿车,2025-08-13,2026-06-06,2025-02-06 11:47:53,
24ddc72be43d11ef9207ad30f1df9c0c,24ddc72ce43d11efad63ad30f1df9c0c,津H-96001,7UGE44G0UF6181F3E,别克,昂科威,2007,鲜艳红,0K642145CF,轿车,2023-07-07,2026-12-02,2025-02-06 11:47:53,
24ddc72de43d11efafb9ad30f1df9c0c,24ddc72ee43d11ef9087ad30f1df9c0c,赣I-01232,17FJGB6TCRR33EXTA,马自达,昂克赛拉,2011,浅蓝色,5KYJA486XM,轿车,2015-08-05,2026-06-22,2025-02-06 11:47:53,
24ddc72fe43d11efb426ad30f1df9c0c,24ddc730e43d11ef88faad30f1df9c0c,闽B-68163,4U73T5SMRSYB29SCG,现代,胜达,2000,深绿色,9GF9M4A0AX,轿车,2005-05-27,2026-09-06,2025-02-06 11:47:53,
24ddee0ce43d11ef946ead30f1df9c0c,24ddee0de43d11efa5d9ad30f1df9c0c,川V-36281,TW967B7BY8TPL88X1,五菱,宏光,2010,深香槟色,TS8JYS27TV,面包车,2022-10-15,2026-11-05,2025-02-06 11:47:53,
24ddee0ee43d11efb0ebad30f1df9c0c,24ddee0fe43d11efa094ad30f1df9c0c,浙F-46473,54AX097P3SAXE1Y2H,斯柯达,速派,2000,黄色,WPV1P790B5,轿车,2017-03-18,2026-02-21,2025-02-06 11:47:53,
24ddee10e43d11efa8baad30f1df9c0c,24ddee11e43d11ef9237ad30f1df9c0c,宁C-19773,FE3E09A55L2CGRZSU,本田,思域,2014,浅紫色,3UVU7EP6L7,轿车,2016-03-02,2026-02-01,2025-02-06 11:47:53,
24ddee12e43d11ef9e86ad30f1df9c0c,24ddee13e43d11efa0cbad30f1df9c0c,皖B-96682,M3BN0MTJCDRXVUDBM,中华,中华V6,2010,深古铜色,T27P43YS1M,轿车,2015-01-25,2026-11-20,2025-02-06 11:47:53,
24ddee14e43d11efb13ead30f1df9c0c,24ddee15e43d11ef9862ad30f1df9c0c,吉F-41848,KG9U679HMXLE3VU1D,金杯,智尚,2006,浅黄色,WW1CTGNTMP,轿车,2006-01-07,2026-07-08,2025-02-06 11:47:53,
24ddee16e43d11efbbdbad30f1df9c0c,24ddee17e43d11ef875cad30f1df9c0c,渝N-97133,7MFJ1RVP8N9CC0XTA,五菱,五菱之光,2019,青色,7HBD8L4613,面包车,2023-10-17,2026-01-28,2025-02-06 11:47:53,
24ddee18e43d11ef8d15ad30f1df9c0c,24ddee19e43d11efa5aead30f1df9c0c,青W-84160,AUSE4J716642AEGWA,雪佛兰,科鲁兹,2015,大红,BLHFL7HY2Z,轿车,2018-02-12,2026-03-07,2025-02-06 11:47:53,
24ddee1ae43d11efa5c2ad30f1df9c0c,24de151ce43d11efbabfad30f1df9c0c,粤F-97633,8EJ2G42J0NB5N1V31,马自达,CX-5,2001,深藏青色,XUVPSNCUEZ,轿车,2024-11-06,2026-03-23,2025-02-06 11:47:53,
24de151de43d11efbb2ead30f1df9c0c,24de151ee43d11efa8e5ad30f1df9c0c,豫E-08150,XW68ZSX4M041BGHZ5,马自达,阿特兹,2014,浅青绿色,DKYN287KZX,轿车,2021-06-20,2026-09-19,2025-02-06 11:47:53,
24de151fe43d11efaf4fad30f1df9c0c,24de1520e43d11efae61ad30f1df9c0c,贵C-34748,C75GK1Y2PECXFGWMW,东南,V5菱致,2006,古铜色,9E8U85KSCN,轿车,2009-02-16,2026-06-11,2025-02-06 11:47:53,
24de1521e43d11efab71ad30f1df9c0c,24de1522e43d11ef9fc9ad30f1df9c0c,湘V-93043,YXAEW3EYF35XCKJS3,东风,风神,2002,橙黄色,5RMJP70YHC,轿车,2025-03-08,2026-09-06,2025-02-06 11:47:53,
24de1523e43d11ef9c7dad30f1df9c0c,24de1524e43d11ef856bad30f1df9c0c,皖D-88889,NRNYB3KXPXVUFADNJ,一汽,奔腾T90,2008,樱花粉,PXJ6ZGJ14Y,轿车,2021-05-11,2026-05-25,2025-02-06 11:47:53,
24de1525e43d11ef9b5fad30f1df9c0c,24de1526e43d11efa3b0ad30f1df9c0c,湘Z-38643,4EA46NSN1PZKFKEZM,马自达,阿特兹,2002,深浅黄色,2RGNZSV8PD,轿车,2005-06-24,2026-10-04,2025-02-06 11:47:53,
24de1527e43d11efb9dead30f1df9c0c,24de1528e43d11ef81bead30f1df9c0c,津O-46605,VAELXNJNSWVNR4W0W,长城,哈弗H9,2016,深青绿色,S6271JKF77,轿车,2021-11-01,2026-12-27,2025-02-06 11:47:53,
24de1529e43d11efa34fad30f1df9c0c,24de3c2ce43d11ef8ca2ad30f1df9c0c,云O-87132,VC0Y1Z9PKCAS22AX5,东风,风行,2016,深米色,CBMYNY33K0,轿车,2024-01-21,2026-08-12,2025-02-06 11:47:53,
24de3c2de43d11ef9accad30f1df9c0c,24de3c2ee43d11ef9b2aad30f1df9c0c,冀W-58391,RRCHLNXF5TCD9BYFY,东南,V5菱致,2005,深咖啡色,PLUFF7YS22,轿车,2014-05-13,2026-03-12,2025-02-06 11:47:53,
24de3c2fe43d11ef82baad30f1df9c0c,24de3c30e43d11efa7fbad30f1df9c0c,京S-29642,B66SCE9V4CC3D58RD,金杯,海狮,2017,金色,EN6TCTB7J2,轿车,2023-06-17,2026-01-01,2025-02-06 11:47:53,
250154b5e43d11ef8014ad30f1df9c0c,250154b6e43d11efb9cead30f1df9c0c,沪K-32660,EDTSE946FY4L0D4EJ,雪铁龙,C3-XR,2003,深橙色,MPDK8NMYHB,轿车,2016-09-09,2026-12-07,2025-02-06 11:47:53,
250154b7e43d11efbf42ad30f1df9c0c,250154b8e43d11efbb4ead30f1df9c0c,桂N-85930,9UDT6XCKZBA4FFPW5,奔驰,C级,2014,浅咖啡色,W99MD4PG6H,轿车,2024-12-28,2026-03-09,2025-02-06 11:47:53,
250154b9e43d11ef9c76ad30f1df9c0c,250154bae43d11ef902cad30f1df9c0c,陕H-22966,C87A82DFFJ7PURSJL,日产,楼兰,2009,浅棕色,XA8TTP2319,轿车,2022-09-03,2026-11-24,2025-02-06 11:47:53,
250154bbe43d11efb04ead30f1df9c0c,250154bce43d11efb273ad30f1df9c0c,青G-99364,XX0T560T9JMU4HB8J,现代,胜达,2004,玫瑰红,ECMBTCUESE,轿车,2012-02-10,2026-04-04,2025-02-06 11:47:53,
250154bde43d11efb150ad30f1df9c0c,250154bee43d11ef9113ad30f1df9c0c,晋U-51582,9RTNRGP3J4SM4RJSE,五菱,宏光,2015,藏青色,DWRLCLJM1D,面包车,2021-06-25,2026-02-14,2025-02-06 11:47:53,
25017bcde43d11ef8f68ad30f1df9c0c,25017bcee43d11ef8343ad30f1df9c0c,湘E-01335,NCSY1BDX5XDCWH2K5,标致,3008,2014,深古铜色,3XYP7FF1GU,轿车,2019-11-24,2026-05-23,2025-02-06 11:47:53,
25017bcfe43d11ef842bad30f1df9c0c,25017bd0e43d11efb01aad30f1df9c0c,宁F-34884,HLGXLTM067063AZ8J,福特,福克斯,2014,藕色,DS0VV2NPXM,轿车,2019-08-05,2026-07-04,2025-02-06 11:47:53,
25017bd1e43d11efaab8ad30f1df9c0c,25017bd2e43d11efaed8ad30f1df9c0c,闽N-20457,F3909X07G1WHARAFG,雪佛兰,科鲁兹,2008,深咖啡色,3RUT4UL4LZ,轿车,2020-05-23,2026-01-25,2025-02-06 11:47:53,
25017bd3e43d11efbc37ad30f1df9c0c,25017bd4e43d11efa066ad30f1df9c0c,陕X-97646,F6YE8RG5BB2C2D9EV,江淮,瑞虎,2003,青色,NEVUX3VWDP,轿车,2006-12-07,2026-05-17,2025-02-06 11:47:53,
25017bd5e43d11ef9bdaad30f1df9c0c,25017bd6e43d11ef8431ad30f1df9c0c,豫G-19857,STJ6BL0V9A4X620M2,丰田,凯美瑞,2008,浅藏青色,KPA74E5LXT,轿车,2022-01-20,2026-10-04,2025-02-06 11:47:53,
25017bd7e43d11ef9cfbad30f1df9c0c,25017bd8e43d11efbd68ad30f1df9c0c,鄂E-63307,MZV0FCHG0159A6LMJ,奔驰,E级,2014,浅香槟色,8H22A52044,轿车,2017-10-12,2026-03-14,2025-02-06 11:47:53,
25017bd9e43d11efa7ddad30f1df9c0c,25017bdae43d11efbb4dad30f1df9c0c,赣I-97120,NCZJCLRVXDF73WB93,斯柯达,柯迪亚克,2001,浅浅黄色,CYWF2GK2VE,轿车,2018-01-20,2026-02-27,2025-02-06 11:47:53,
25017bdbe43d11efb4e7ad30f1df9c0c,25017bdce43d11efb596ad30f1df9c0c,黑O-00271,Y8PR5VKAZRC3Z4ENF,沃尔沃,XC60,2017,金色,ABPK5ALPGT,轿车,2022-10-08,2026-06-02,2025-02-06 11:47:53,
2501a2d7e43d11efb078ad30f1df9c0c,2501a2d8e43d11ef9a90ad30f1df9c0c,粤L-08003,K94DV48FNH3EX7ZMB,沃尔沃,S90,2016,浅橙色,TVCD7LLE90,轿车,2025-03-18,2026-03-19,2025-02-06 11:47:53,
2501a2d9e43d11ef8c5dad30f1df9c0c,2501a2dae43d11efb531ad30f1df9c0c,津H-43238,K01MGMH5GNUJF97AU,奔驰,E级,2003,深青色,4GKC9TPVF4,轿车,2012-12-28,2026-05-16,2025-02-06 11:47:53,
2501a2dbe43d11efbfc0ad30f1df9c0c,2501a2dce43d11ef884cad30f1df9c0c,津Q-28663,C3PS5LEBZCWCDNKD9,长城,哈弗H2,2000,黄色,P2UH3FY9UE,轿车,2011-08-17,2026-11-12,2025-02-06 11:47:53,
2501a2dde43d11ef868aad30f1df9c0c,2501a2dee43d11efacadad30f1df9c0c,辽A-04428,8TMXGXPTM07J31C54,奔驰,C级,2014,深香槟色,0MRMLJMMM9,轿车,2020-04-01,2026-08-17,2025-02-06 11:47:53,
2501a2dfe43d11efb574ad30f1df9c0c,2501a2e0e43d11efa9ecad30f1df9c0c,粤A-71072,M0CHRYZKCK9H1RFAV,大众,高尔夫,2011,黄色,Z6TL42U03T,轿车,2025-10-17,2026-05-07,2025-02-06 11:47:53,
2501a2e1e43d11efae7fad30f1df9c0c,2501a2e2e43d11ef80e6ad30f1df9c0c,新D-17432,23U7LUEKKPUBVJNVL,福特,福克斯,2018,深青色,9TRDWLZ162,轿车,2019-12-11,2026-11-15,2025-02-06 11:47:53,
2501a2e3e43d11efa0f0ad30f1df9c0c,2501c9e1e43d11efba17ad30f1df9c0c,豫A-98777,SL3WWWKMDNJMXZ2HG,众泰,SR9,2008,浅青绿色,D80V3M6MNM,轿车,2017-08-02,2026-07-20,2025-02-06 11:47:53,
2501c9e2e43d11efac74ad30f1df9c0c,2501c9e3e43d11efbddead30f1df9c0c,桂C-96057,H6BRN65LZSJZSZ2VJ,雪佛兰,科鲁兹,2000,深青色,PY5KCSMMBU,轿车,2014-09-23,2026-03-08,2025-02-06 11:47:53,
2501c9e4e43d11ef8994ad30f1df9c0c,2501c9e5e43d11ef8b80ad30f1df9c0c,甘S-18119,RFMZ62XHA639E0LVA,别克,昂科威,2004,粉色,EVPAK33H8N,轿车,2015-06-03,2026-08-18,2025-02-06 11:47:53,
2501c9e6e43d11efa05bad30f1df9c0c,2501c9e7e43d11ef8625ad30f1df9c0c,皖T-81849,XMSRPMLJ4M3NN6ME9,雪铁龙,C4L,2018,浅橙黄色,0R413NBP84,轿车,2019-01-13,2026-09-21,2025-02-06 11:47:53,
2501c9e8e43d11ef83e8ad30f1df9c0c,2501c9e9e43d11efa7ddad30f1df9c0c,苏A-63139,RVN1J9S3SM2L5TEGA,长城,哈弗H2,2013,深紫色,8H4N61X4GE,轿车,2019-10-27,2026-06-04,2025-02-06 11:47:53,
2501c9eae43d11ef9febad30f1df9c0c,2501c9ebe43d11ef9d90ad30f1df9c0c,琼L-45013,49ZT9B72GK6DJEGEM,别克,君越,2003,米色,0JKGK9NPMW,轿车,2019-11-09,2026-04-26,2025-02-06 11:47:53,
2501c9ece43d11efb347ad30f1df9c0c,2501c9ede43d11efbf1dad30f1df9c0c,吉B-76744,66V74EANNA4U054P9,福特,福克斯,2019,深灰色,GYPB78YGPZ,轿车,2019-07-07,2026-11-03,2025-02-06 11:47:53,
2501c9eee43d11efb6e0ad30f1df9c0c,2501c9efe43d11efb3f8ad30f1df9c0c,贵Z-36838,2M760TTGB7DRDBLDK,现代,索纳塔,2009,棕色,DS7HHBVSVH,轿车,2016-04-20,2026-04-17,2025-02-06 11:47:53,
2501f0eee43d11ef8a39ad30f1df9c0c,2501f0efe43d11ef98ffad30f1df9c0c,蒙F-91880,F1UDH7ZVAR97PKLMB,宝马,X5,2020,银色,2B9KLAVDK2,轿车,2022-01-02,2026-06-14,2025-02-06 11:47:53,
2501f0f0e43d11efb4fdad30f1df9c0c,2501f0f1e43d11ef9eeaad30f1df9c0c,京P-27300,88PBU66EZYCH3DRZP,雪铁龙,C3-XR,2001,浅紫色,FTVE6NSS2P,轿车,2025-11-28,2026-09-08,2025-02-06 11:47:53,
2501f0f2e43d11ef947aad30f1df9c0c,2501f0f3e43d11ef8c7cad30f1df9c0c,冀A-77385,DPULPS5K8NC9RDFDU,长安,逸动,2000,浅紫色,NAFBR74NJS,轿车,2018-10-01,2026-02-10,2025-02-06 11:47:53,
2501f0f4e43d11ef9f22ad30f1df9c0c,2501f0f5e43d11efb947ad30f1df9c0c,渝S-79919,1RKUN40YBYAPD6AZS,沃尔沃,XC90,2012,绿色,RRT5X6UUX1,轿车,2023-09-13,2026-04-05,2025-02-06 11:47:53,
2501f0f6e43d11ef9e98ad30f1df9c0c,2501f0f7e43d11ef9b88ad30f1df9c0c,黑U-10271,2886GWUBHV624S9XK,五菱,荣光,2004,棕色,YU5DFMHJMM,面包车,2020-12-01,2026-03-28,2025-02-06 11:47:53,
2501f0f8e43d11ef9d29ad30f1df9c0c,2501f0f9e43d11efb78bad30f1df9c0c,藏G-04570,VBRKCXR88WV4YBH2X,东风,风神,2017,红色,18VJTZKEGK,轿车,2020-08-10,2026-12-06,2025-02-06 11:47:53,
2501f0fae43d11ef99b3ad30f1df9c0c,2501f0fbe43d11ef82afad30f1df9c0c,冀C-96397,06NLG1HWBTJK6RB0P,东南,V3菱悦,2004,深米色,17YVKNX4MY,轿车,2015-04-20,2026-06-07,2025-02-06 11:47:53,
25021800e43d11ef9f47ad30f1df9c0c,25021801e43d11efbc47ad30f1df9c0c,新Z-13784,F0UCP6L2C3XSGT4BJ,长城,哈弗H2,2009,浅香槟色,8WYTS1ZNSC,轿车,2018-04-25,2026-07-17,2025-02-06 11:47:53,
25021802e43d11efbedbad30f1df9c0c,25021803e43d11ef8045ad30f1df9c0c,藏R-97426,6W3ZUSVKAY7MR1BJ3,本田,雅阁,2012,浅青绿色,WD9FWCJE30,轿车,2025-04-08,2026-02-06,2025-02-06 11:47:53,
25021804e43d11ef8398ad30f1df9c0c,25021805e43d11ef9fa3ad30f1df9c0c,吉H-39088,J8VC1X505Z6XGTKJG,丰田,卡罗拉,2009,浅金色,6TUD9D9GB9,轿车,2009-10-09,2026-05-26,2025-02-06 11:47:53,
25021806e43d11efbe61ad30f1df9c0c,25021807e43d11efab93ad30f1df9c0c,云Z-46442,27UN8JNCK0M6ATHCM,丰田,卡罗拉,2005,深紫色,5C9T3BMSV9,轿车,2021-02-15,2026-10-20,2025-02-06 11:47:53,
25021808e43d11efb674ad30f1df9c0c,25021809e43d11ef920ead30f1df9c0c,津Q-03982,1ZGG45GB49Y7DWXNF,众泰,SR9,2010,深橙黄色,8KL20ZYEUX,轿车,2020-02-01,2026-12-18,2025-02-06 11:47:53,
2502180ae43d11ef8f30ad30f1df9c0c,2502180be43d11ef97c6ad30f1df9c0c,青B-33317,AZ6AXMP2RVZYSUYAA,众泰,SR9,2000,深橙色,UZ8DESVLN6,轿车,2017-01-19,2026-10-07,2025-02-06 11:47:53,
2502180ce43d11ef9e1fad30f1df9c0c,2502180de43d11efa706ad30f1df9c0c,黑E-87098,UX3VYYR7JH4B29LTX,宝马,X5,2020,深红色,036Z3U1R88,轿车,2025-05-13,2026-08-11,2025-02-06 11:47:53,
2502180ee43d11efb5ebad30f1df9c0c,25023f0fe43d11ef8073ad30f1df9c0c,青H-04248,GSHLN8GRJY7ZZLAXC,比亚迪,唐,2006,青绿色,HZ0YK4FYT2,轿车,2021-11-20,2026-07-22,2025-02-06 11:47:53,
